content,label
"(9/2/88)I'm on top of 2 square tables, way up in the air. The table tops are like the ones we have in the staff rooms at the library - only they're on these long poles, I guess they're embedded in the ground but I can't see. [Estimating in real time, I may be 3 stories or more in the air.] I'm outside, what I can see is lawn and there are some trees nearby but I'm not looking around. Down below is a living-room chair upholstered in a print of some sort, and Donald from the Water Department is sitting in it. What's going on is some kind of test, or teaching-thing, like part of a workshop, where this is a physical challenge like the ""ropes"" or something. I'm the last one to do this, out of a group of people I mostly know. They've mostly gone, [I don't know whether they've gone home or inside somewhere - this seems like a huge backyard, or the grounds to a large house or building] and I can only see Donald and one other girl, who's finishing something up and getting ready to leave. [I don't know how I got up here, but I'm laying down on the table tops on my stomach.] I'm in that sort of repressed-panic state, where I know I'm scared but I'm not allowing myself to scream or express it; just wide-eyed stunned apprehension. I'm mostly on one of the table tops and I roll over to sort of straddle the center and hold onto both equally. I'm looking down at Donald and he's looking back at me - he's not actually saying anything right now, but what he's there for is to be my partner, or support, and I'm not sure what that means but he'll definitely be here while I'm up here. That helps. [I'm not aware of anything I'm supposed to do while I'm here except stay put, but I'm pretty sure I'm expected to do something besides just wait it out.] Just now I'm beginning to wonder if these tables will sway (like you might expect them to), or maybe separate under me and I'll be in a pretty awkward position.",nightmare
"(10/21/88)I've got to go somewhere, and I'm undecided whether to go on the bus or not. I drive my car for a while, then decide it would be better to go on the bus. I stop - this is an urban area, but not downtown - and think I'll pick up the bus here. But then I realize this isn't a good place to leave my car that long, they'll tow it away. So I go back to where I started from, where I know I can leave the car, but now I realize I'll be in trouble getting back to it. The bus goes to the garage on the return journey, and it's halfway across downtown from here (which is, like, the edge of downtown, the outskirts - I guess I work around here). I'd have to walk a pretty fair distance, and it'll be late. Yuck. Now I'm thinking maybe it would be better if I go back where I stopped before. But the bus will be here soon. Can I make it there before the bus does? I have serious doubts. I mean, what if I get held up? I'd miss it altogether, and if I stay here I know I'll get it.",sad
"[The building makes a bit of an ""L"" beyond us to the left, the back of the building, and the back door's used all the time. By the way, beyond the carport - it's maybe eight cars deep - there are trees, maybe there's a creek down there. Forward, to our right, you see the other couple carports, then a bit of sidewalk and street - probably dead-ends; there's a car-parts-looking place across the street.]",sad
"(4/21/89)I'm part of a space mission - we're military, I guess, because we have a captain and officers and uniforms - and we're on some planet in a hostile situation. There's this group of people in charge, they're like a religious sect. A group of them wear priests' robes rather like Tibetan monks and they're sort of ""enforcers"". There's also a high-priestess-type, young and beautiful, dark blonde, wears a sarong, maybe there's a high priest, too - there's a pretty fair number of 'em and they keep the people under their thumbs. They have a crystal that gives them power - you hold it up opposite something and it generates this powerful beam that does something, I'm not sure what - maybe it can blow things up. Anyhow, they sure don't like us and we're trying to get away from them and keep from getting killed - also in the meantime to help the people they're oppressing. Right now we've escaped their clutches and we're running through this place that may be underground or in an enclosed city - it's dark (rather like a warehouse, dim lights) except for where there are rooms with people in them. I'm about to get separated from my group and have to get in somewhere - I dash in a door and down some narrow spiral steps. There's a young boy here, maybe 13 - I grab him by the collar (perhaps metaphorically?) and tell him they're coming, he has to help me - he shows me another way out. We all meet up again shortly and head for the outside. There's a big chase across some open terrain; we're firing at each other and ducking and going around things (very typical movie SF stuff), but then suddenly we get caught. We sort of run smack into some more of them and we're stopped in our tracks. We know when we're beaten - there's no way we can fight this many if 'em - there's only about 6 or 8 of us. They take us the short distance to where they're all gathered and they're all turned to look at us - there are various ranks of them; the ""priests"" are sitting back-to-back along a stone or concrete block - others are arranged in some rows, rather like an audience facing away from us, toward a sort of altar - really just an arrangement of stones, and the crystal is up there somewhere. (I can't say if it's just on one of the stones, or being held by someone.) I can see it. The high priestess, turned toward us in the front row of this ""audience"", is making dire pronouncements about what's going to happen to us. Suddenly, the priests and some others start coughing and choking and holding their throats, eyes rolling up (your typical reaction to poison in the movies) and then keeling over. All the others look amazed and/or horrified, and we seize the moment. (Actually this is the result of something we tried earlier, not precisely poison but something to thwart the priests, to interfere with their systems - we put in the water, maybe, I don't remember - and we were disappointed that it hadn't worked. That was one of the reasons we had to escape. Apparently it just had a delayed reaction, and now it's killing them off, at this wonderfully dramatic moment.) We leap into action, while they're all goggling at the priests - the others don't have weapons, or any other power to stop us, except with the crystal. The captain and the other guys go for the guns they took from us; I make a dive for the crystal. This upsets the high priestess, but I stand on the stone and hold it up the way I saw her do. I have it in my right hand, trying to hold it straight up and keep my fingers off the front of it. I'm having a little trouble holding it - it's not oily but it keeps slipping down. I'm really terrified of dropping it. It appears they can't get it away from me while I hold it like this, but if I drop it they'll get it - and I certainly don't want it to be damaged. Finally I get a good grip on it, and focus it forward and down, aiming it at something (I don't know what it is - a sort of mirror? A round thing, maybe brass - down where the high priestess is). Something starts to happen. I can feel vibration, then energy flowing through my body up to my hand - then the crystal glows and shoots out a bright, wide beam of light down to the mirror-thing, where it makes a big bright glow. Everybody's marvelling at it - they're surprised that I can do it. The high priestess is watching carefully in case it screws up. Where the glow is, a picture starts to form, an oval shape as though it were in a frame of light. I see myself, like a film, looking at someone and listening (by the way, ""I"" am a beautiful, slim blonde with long hair) - then (my image) I react in surprise and joy, and say, ""A captain? Really I'm going to be a captain? Oh, thank you sir! Thank you!"" And I realize the crystal is showing me the future - that sometime I'm going to be promoted, and I'm thrilled. Everybody else is pleased, too, even the high priestess, who smiles at me as if I were an innocent young thing who's just learned how to do something for the first time. There are nods and smiles all around and everybody's happy. I guess we've actually liberated the captors too.",nightmare
"(4/28/89)I'm in a smallish, slightly crowded room - I think it's a living room, don't know whose. I'm with 2 others, an old woman and a girl younger than me. The room has lamps on, it must be night - the drapes are closed. We're engaged in some project, I can't say it's actually LT processing, but before we can get rolling, the old woman gets very deep into grief for her late husband. He was in the Navy, or went to sea for some reason, and was lost at sea. She hasn't cried about it in a long time. Actually she has trouble showing her feelings, and it's difficult for her to really let go and just cry. She reminds me of Nina from Park Forest, and also Martha, who covers everything up with a joke or a ""pleasant"" attitude - always be polite, never offend anybody, or disturb them. We're encouraging her, though this isn't what we planned to do, and of course she's letting her trained behavior override her feelings mostly - she keeps apologizing and getting out of her body. I have her bend over from the waist and I'm rubbing the small of her back to help her release. I don't feel any special warmth toward her, I just want her to get on with her work. I don't like people behaving this way.",sad
[I had grabbed my cloak back and put it on when I left.],sad
"(5/6/89)I'm at Warrior - it is dinnertime, and I've been staying in this other room, finishing something - we were all sitting in our chairs, and something was happening at the very end that I didn't finish. So instead of staying to finish that, I'm now coming into the room where everything is out on the tables - it's a long table with picnic-sort-of benches along it. There's a number of us (certainly not as many as there were at Warrior last year), and everyone else has been eating for a while. I'm rather concerned about getting enough to eat. I go around the table with this dish that I have [picked up or been handed, I don't know which] - everybody was taking something with them that they'd been handed by the cook or somebody. This was vegetable-puff things, or little bitty things that look ""grassy"" - definitely an attractive arrangement on the oblong dish, but it looked like sort of tufts of grass, which was not particularly appealing. I take it around the table with me, glancing at the other dishes as I go and think there's not much left, put my dish down and I'm talking to someone down at the end there - we get involved in talking about something and it's still a little while before I get to put anything on my plate. I go down to the other end of the table and pick up a dish or 2, sort of scrape what's left on it together and get some meal-for-me. Most everyone else has already left, it's just me and a few other people. Now we're going into another room, with Brad, and I am feeling very guilty, apprehensive, that Brad is going to find me out. He will know that I haven't managed my time very well and this is the result of it: I have not gotten myself fed because of my own indulgences. I'm very concerned about that. He's talking. There's a clump of us at one end of the room and it's almost as though we're lying down; not quite. Jenny's right next to me, and Brad is talking about something, and his voice fades out, a little now and then - I'm almost ready to say, ""I can't hear"", but I hesitate. Then I hear Jenny say - and not very loud or strong either - ""John, I can't hear"", and I repeat, almost with her, ""John, I can't hear you"", which, as soon as I say it I realize isn't quite the way we're ""sposed to say it"" - I should say, (firmly) ""John, I can't hear!"" and stick my hand up, very clearly. I also realize right after that it's not John, it's Brad - and we both said John. An interesting situation, I don't know quite what to make of that, but Brad doesn't say anything about it (at least not before I'm out of that scene).",sad
"(5/27/89)I'm still in bed, just normal, trying to sleep - I get up, I guess I'm going to the kitchen or I'm checking on the cats, did I hear a noise? I see through the bedroom door that something is very, very wrong - the left hand wall (with an incorrect door in it) is lying on the floor, part of it anyway, and there's daylight coming through. I know that Julia planned to have some work done on the place, but I certainly didn't think it meant taking the walls off. This is terrible - I wonder if the workmen have done this by mistake, or is it really necessary? I can't see any way it would be. It's awful, it's dangerous, the cats could jump out or fall out the hole - I'm quite nervous about that, and I make sure they're in the bedroom so I can shut the door, but that's not great, there's no air conditioning in there. I go toward the bathroom - I'm planning on getting dressed and going to find Julia or call her and find out what's going on here - and suddenly the bathroom wall falls out. There's a couple of guys out there that I see through the hole, I suppose they're on ladders - they're wearing khaki uniform shirts and look like nice clean guys. I'm just standing there horrified. I've got to go out and do something about this. I pull on some pants and go out the front door. There's a concrete landing and stairs outside the door (which is on the south wall) that lead forward rather than backward. They're still working away at something out here, but I don't know what.",sad
"(5/28/89)I am with a bunch of people who are friends or family, somewhere out at the edge of town or perhaps in the country. Across the road are fields - someone's working over there. Where I am is a kind of courtyard, it's largish and open - one side has an eave or awning over a walkway. There's an opening into another part of whatever this building is (up at the inside corner of the walkway-covered side). We've been doing something that was tough and hot and tiring. Earlier the people across the road had turned on a giant fan, and we had all cheered and clapped and jumped up and down. (I don't remember what we were doing at that time.) Something is happening to shrink a dog that I am with - I'm with part of these people, and one of them is James Garner (but not quite), and something dramatic is happening. I'm very worried about this dog - his body's getting smaller and smaller. (It seems to me that his head is not.) I'm asking him to jump up, and he does that, and licks on my face, and I hold on to him real tight. This is overcoming something, but I'm not sure what - I'm relieved that he can do this, or will do this, and I've gotta do something for him really quick. (The James Garner character) is encouraging me and patting me on the back and giving me support. We go through that opening, back to the outdoors, with this group of people. Suddenly we hear a noise, thundering - we look around, and from the back part of this courtyard, through another opening to an outdoors area, there comes this stampede/chase - what I think is happening is horses are being chased by some predator or other and there is a horse in the lead, big brown horse, looks lovely, and I'm saying, ""Run, fella! Run! Run!"" But what comes behind him is in fact deer, like proper forest deer. I don't see any predators like wolves or anything. They are moving at a pretty fast clip. They go around the courtyard and toward the left side, not straight across, and around the semicircle before they run off out of sight and they kick up a little dust. The people across the street turn the fans on again, and this is some cause for cheering again. (I think I've still got this dog in my hands - he seems to be sitting in a bucket - the bottom part bucket and the top part head - he is getting smaller.) Now, for some reason, I run around to the far side. There are bushes and things in the middle of this courtyard, some of which have thorns (and I don't know what it is that I'm running for), but I fall down and slide under one of the thorn-bushes. Nobody has seen me do this because they've all gone back through to the inside. When I come to rest I realize that I've got a buttful of thorns from the branches and some in my face; they're stuck there pretty good, and if I move I make it worse, which is scary and painful. I call for help - I call ""Please come help me"" - and at first no one hears me, but I try to call louder. I think somebody sees me through the opening and they're going to come, but in the meantime a car pulls up from the road, a convertible - very fast-looking Corvette type, and 2 boys get out - not real young, they may be college students or slightly older, nice young men, both very good-looking, wearing short-sleeved shirts. They see what's happened to me and come to the rescue right away. I didn't have to ask them and they didn't have to look around - nobody had to call for them. They just literally saw what was going on and came to help me. They start working with the branches, getting the thorns off me so I can move, especially getting them off my face. The worst part about my face is that if I try to turn my head the pressure gets worse and it hurts, a whole lot, and I keep my eyes squeezed real tight so I won't see anything and try to move my head. They haven't doctored it up or anything yet, but they've got me out of the brambles and so I'm just laying there flat.",nightmare
"(4/20/90)I'm in London, having been here on a vacation, and getting ready to go home. I'm travelling on an ""alternative"" airline, it's got stewardesses and a regular plane and all but it sure isn't as professional and organized as, say, Pan Am, or any other one I know for that matter. I'm with a group, like a large tour group or charter, though I haven't been with them in England, just the flight. We're just getting on the plane, bustling with luggage and all, the stewardesses are trying to get it all organized, and it's not coming together very well. They have uniforms - dresses - but they sure aren't very attractive, quite dull. And they seem not especially nice - not rude, but detached, a bit frustrated, not sharp at all. We, the passengers, are helping to get the luggage stowed, and some of us are instructed to go up to the top of the plane (outside), where we hand luggage down a ladder - well on the side. It's bright daylight, getting to the tail end of the afternoon. I'm talking to an older woman about my trip, and telling her how extraordinary it was that I had run into 3 - was it 3? - well, 2 at least - people I knew. I started to tell about one of them and then remembered Elizabeth. Oh, yes, I said, it was 3! I forgot Elizabeth Hilbish! And proceeded to describe her situation with the guy she met in Hawaii, but somehow the woman I'm talking to isn't paying attention. She keeps on misunderstanding and I keep saying, no, it was this... There are others up here, and crew on the ground doing things, and there comes a box or something being passed through that the older woman says she won't touch. She's already done that before, and it's just too heavy, and why are we having to do all this anyway? So we're just watching. Eventually, things seem to be complete and the rest of us are waiting for instructions, when there's some sensation of the plane moving, and we suddenly wonder, what if the pilot forgot to check whether we were off the roof and took off? Given the level of competence of the whole crew, it's possible. (By the way, on this roof are large round - shoulder-high - barriers around the edges, we've been leaning against them; they're soft, like hard rubber or something.) Just as we're reassuring ourselves that nothing like that can happen, it does. The plane moves a bit forward and starts to nose upward. We start screaming for help, ""No! Stop! We're still up here! You can't take off!"" et cetera, and we're joined by people on the street below, mostly kids. This plane is sitting right in the middle of a neighborhood with nice houses and lots of green trees. Somehow it doesn't need to taxi, but just goes straight up to take off, nose first, which apparently bends, because it's going up but we're not. There are all these kids shouting at its nose as though it were an animal, like a horse or cow, and they were trying to get its attention. They're trying to communicate to the pilot, there are people on the roof. It does stop, just in time, and I'm starting to fume. I swear I'll never use this airline again as long as I live. The panic was awful, I was trying to hold on to the rail and knowing there was no way I could hold on in flight - no question about it, I'd be dead. I pictured us just flying off the roof one by one, and this asshole pilot not even caring. Apparently the crew thought it was our own lookout for us to get back inside.",nightmare
"(6/16/90)I am in a neighborhood, where all the houses are different and they're all old, and really interesting-looking - there's a lot of green, tall, overarching trees - you can barely see the sunlight. It's really gorgeous. I am looking for a house, and I think I know what street it's on, but I'm not exactly sure which - I know which street it's on, I'm not exactly sure where the street is placed in this little area here. If I can find it, I know what it looks like. There is a large, mean, dog in the area; I'm wanting to avoid it, but I can't be sure exactly where it is, because of not knowing which street is which. I seem to be walking, but part of the time I'm riding, because my mind is telling me all these things about how I'm gonna handle this dog business - I am afraid it's just going to come up and rip me to shreds, is the main thing - another is that I can handle this - this is what I keep telling myself; the dog will not necessarily attack me, even though it may bark a lot, especially if I am riding on this vehicle - this may be enough to keep it from coming too close to me. It's not inside of a car, by the way, it's more like being in a jeep or something where I am exposed, but there is a moving vehicle under me. I think about the mastery that some people have over dogs and animals, whereby if you retain confidence and show them that you are not afraid and you order them to stop, or sit, or something like that, they'll stop attacking you, which is nice. Basically I haven't run into this dog yet, and I've come to the end of the street, where there's a cross-street, and decided to turn left, because I think the street I want may be parallel to the left and I go a couple of streets further and find that I'm coming to another dead end where it makes a right angle with the last street of this part, and that's definitely not it, I know that one is not it, especially since I can see the building at the end of the street, which is not a house - maybe a hotel, something like that - small place, and I know that I must be going in the wrong direction, so I turn around. But while I'm there I run into somebody that I know - friend of mine, I guess, who's with somebody else who's got a couple of big dogs - this is not the mean dog - I should call these mastiffs, or something that size that type, very big, stolid, dogs, and this person is not necessarily Dirk, but is like Dirk - he's just gonna ramble on here, as I join them to walk the other direction, and I listen to him go on and on about how these dogs are going to make his living - in hunting, in some capacity. I don't really know in my own mind while I'm there, where it is he means to hunt them, or what precisely he means to hunt - I think it's a fur-bearing animal - that seems to be the upshot of it - but while I'm listening to him go on about this I'm thinking, this is ridiculous, get yourself a real job, these dogs don't want to do all this for you - and he's talking as if these dogs are real ""killers"", _____ dogs, tough dogs, and I'm thinking, this is pitiful - they just want to be petted! They're really nice-looking dogs - I think they might be fun to have around, they don't look like they mean to be tough at all. I'm thinking about getting an opportunity to pet one of 'em - the great big black _____ thing that's walking next to me, actually. Frankly, I'm getting a little bit bored doing this in the first place, and I have got my own place to get to. So I sort of duck away from them after a while. However, before I do that, we have turned right and gone down one of these streets - having not found the house that I was looking for on it - this hotel seems to be where the business district starts right away, and the opposite side of it is more nearly city street. We have come through the kitchen, where there is this counter-thing running along where some cooks are working, it's a butcher-block type of thing, and I know that they cut meat and whatnot there, and prepare a lot of food. We have come up to this, and they're asking questions, like directions, or information, and I'm just waiting there. I've got this binder in my hands - in my arms, actually, a small stack of things - notebooks, etc. - and I lay them on the counter - as it were, you have your arms crossed in front of you holding these things, and just to rest my arms, I lay them on the counter, and then a minute later I snatch them up again, realizing, ""Oh hell, these things have got germs on them and this is a food preparation area - somebody's food's gonna be contaminated with this stuff, whatever it may be."" I'm really quite embarrassed about that - nobody has noticed it particularly or said not to do that, but I'm wanting to clean it off so that everything will be ok again, and they're still talking. This is where we part company, the guys with the dogs, and I'm gonna go on through the hotel here. I'm looking for Arsenio Hall - I'm supposed to have a visit with him. Maybe it's an interview (though I don't know what I would be interviewing him for), and I'm supposed to meet him somewhere - and the fact is that I run into him in the front hallway. This front hallway is kind of like a lot of little hotels that I went to in England. It's certainly no big flashy hotel - it's got this comfortable little lobby and a tiny service desk, and he is out there. I'm guessing he's staying here, and has just come down to do something at the desk. There's another person there, probably the desk clerk (or someone else associated with the hotel), and they're just chatting. It's night now, in this hotel, and there's this laid-back sort of attitude going on, where you just sort of stand around and chat. So, since I have run into him, I'm telling him what it is that I want, and we fix up that he's going to come along to the house that I'm staying at overnight, and visit with me there after a while. So I go out the front door, down some steps, and then I come to the house I'm staying at, which is my grandmother's house. (It's not the real Bigmama's house on Vanderbilt, but the street is something like it, and the house something like hers, only my grandmother is really like Grandmom, and later on that is exactly what I call her.) She is old - not especially decrepit - and forgetful and a little silly, maybe, but not helpless by any means - slow. We're upstairs, she's dithering over something or other, and I'm just helping her do something, and chatting. The reason I'm here, I think, is maybe because it's convenient for me to do something else, being here. I'm living in the apartment I have now, very satisfactorily, and I don't think that I'm in Grandmom's house just to help out - I think it's something to do with me. Now my brother comes along, and he has got a deal to say on the subject of Grandmom and me and the situation. She's gone downstairs, and he is telling me that I am going to have to move in here and take care of her. Apparently they have got this all worked out (""they"" being my other relatives, such as they may be), and I guess there's even a lawyer involved, that they've fixed this all up, that I'm to move in here, and take care of things because she is no longer able to take care of herself. Which is what they say. And I'm going along with this for a bit, feeling sad about it, and hurt, without really paying any attention to it. Until it dawns upon me a few minutes later, ""Wait a minute! Num - ber - one: I don't WANT to move in here! I have my own place; that is where I live; I want to live there; I like it; I have my life there, and I don't wanta move in here, and I don't see why you should tell me to do that. Number two: I don't even see how come she needs to be taken care of so bad. I don't think she's done anything all that drastically bad, maybe you think that she needs help, and that's all very well, but why do you think you need to tell me to do this? Number Three: I have you, and a cousin (and maybe another brother or sister or two - but I don't know - it's in my mind there's other siblings here), and just what is wrong with any of you coming to live here? What do you think it has to be me for? And I'm not gonna do it! How's that?"" He seems to be a bit disappointed, and to think that this is an idle protest, and it's not gonna do me any good at all, because it's a done deal - of course I'm gonna do this. The more it goes on, the more I'm aware that I am not. I am simply not gonna stand for being pushed around like this.",nightmare
"(6/22/90)I'm at a LT - not sure if I'm in it or on team, it might be a focus course or not, but it's being held outside in a nice place with trees. The trainees are all on folding chairs. I'm going for a bathroom break, and 2 or 3 other girls follow me. The bathroom is in a rickety little building next to this open space where the trainees are, and the whole place seems to be fairly old, dates at least from the 40's, very country, may be (or have been) a farm, that sort of construction and fixtures. As I go into the bathroom, the others are not far behind, and I'm figuring we'll all come in together though I'm not keen on that, and as I step in I push the door to behind me, a bit harder than I planned on, because it almost shuts, and they stop outside, presumably because they think I want to be alone. I feel uncomfortable about that - I don't want to shut anybody out. Actually, I'm not alone anyway. Bill Cosby is in here, and he's being very talkative, telling me about his family, asking how mine is and how I am, all while I'm sitting on the toilet. It's in a partial stall without a door, so he can see me, and I keep my skirt (the big ivory one) pulled down around me. This is rather awkward, too, but it doesn't seem to bother him - actually he takes no notice and just goes right on talking. I have my pee, but that problem starts again, where I can't quite get finished - as soon as I think I've stopped, the urge comes back and I can't get up till a few more drops come out and then it starts over. I get wearier and wearier, all the while knowing the girls outside are wondering what the hell I'm doing.",sad
"(6/22/90)I'm going to a kind of flea market with Mom and Marcy. It's a bit of a drive out of town, and we got started late, so there's not a lot of time left. It's at least partly in a building, with corridors, and alcoves and rooms where people have set things up. I'm seeing some nice things, doilies and artificial flowers and china and even some sculpture, all white. Antique furniture, ladies in ruffled gowns. Odd sort of place. There's a larger space with a lot of empty tables, it looks like a lot of people have gone already. That's a little disappointing, but mostly we just think we'd better hurry to look at the rest.",sad
"(8/1/90)I'm with my family in the family house, an old, slightly ramshackle place [about the caliber of Melanie's mom's house in age and construction, but the neighborhood is more suburban], not great big - though we're a pretty big family, most of the kids are grown and don't live there. I'm the next-to-youngest (I'm about 18 or 20). Patrick Duffy is my older brother, and he's been kidnapped and just been rescued and brought home, so all of us are here and having a sort of family reunion. Most of us are outside, getting ready to go someplace, and he's on the porch [ground level - small]. I've just come through the door, and our younger sister (she's maybe 9 or 10) behind me, and seeing him there, flesh and blood, alive and well, and I just have to hug him again. I'm feeling very emotional - we all just adore him, and we're a close family - I just want to hold onto him for a bit longer. So does my little sister, she joins in, and another one or 2 from the other side. Letting go after a bit, now I'm going back in the front door into the living room. [It also has a lot of the qualities of Melanie's mom's house - tacky brown/yellow flowered couch, fringed lamps giving off dull yellow light, tacky coffee tables, tacky knick-knacks.] There's a few other people in here - particularly, on the couch to the right of the door, is a fat old woman - she's from some European country, and I think she's Patrick's mother-in-law. She's a grump anyway, and she's glowering across the room at [Kathy ?] one of my other female relatives, who's standing talking to an older man (or 2), and she has a section of the newspaper in her hand that the old bat wants to read. She thinks she's supposed to be catered to, of course, though nobody else does, and she's spending a lot of her time pissed off. She looks up at me and I get the very clear message that she expects me to fix this for her, and for a moment I look from one to the other, askance. I find it rather amusing but I sure ain't going to look it where she can see me, so I just give a sort of polite half-smile and go on my merry way. I go through into another room, which is dark, and then to the kitchen, ditto. Outside it's almost dark, and the back of the house has that gloomy light. Somehow I know that something's wrong. It's just a creepy, ""off"" feeling, as if I know somebody was watching me, or something was moved that shouldn't have been. I start to worry that maybe this whole business isn't over, that even though my brother is back home, the bad guys may still be plotting something - maybe they're even hiding in the house, maybe they'll kidnap him again, or another one of us, maybe even me. Suddenly I'm uncomfortable being by myself. Now I'm in a neighbor's house [a rather basic suburban-type house] with a friend - we're not buddies, but our families have known each other a long time - and I'm waiting to see what happens next. This woman is grown, but she still lives with her mom and dad and kid brother; she's a little bit simple - maybe retarded, but could be something else. She keeps changing who she thinks she is, not her real name and where she lives and that, but she plays new roles every now and then as she changes interests. She'll suddenly latch on to something new and exciting, and pretend to be somebody else. Right now she's trying to be Robin to my Batman, sort of. (I actually am a detective - or something like it - but I'm more nearly Sherlock Holmes, I don't do Batman stuff.) We were out having some sort of adventure just now - she showed up while I was working on a case and she actually did help some, I figure I can be tolerant and let her indulge herself for a while, she'll change to something else anyway after a while. Meanwhile she's got herself a detective trench coat and detective slouch hat and looking very Bogart-like. So I'm sitting on the couch while she's telling her mom and brother all about it - her mom's been doing housework [she's pretty much of a drudge] and she's just going, ""Uh-huh"" (""big deal"") (""oh, sure""), ""uh-huh."" The daughter gets up to go into another room, and I call something after her, using her name, and her mother corrects me, saying, ""Oh, she's not (that) any more, now you have to call her (?)."" And I say, oh, I see, sure.",nightmare
"(10/15/90)I'm in my office building, having left the office for a break or an errand, and I'm on my way back. This place bears more of a resemblance to where Lori works at the museum than to the library, it's sort of a maze of offices and walls and steps and corridors, but nice anyway, there's light and air. I'm scooting along on my chair (my back chair, only with wheels), and I think people are going to think I'm crazy. I pass a couple of people in the drafting area who turn and look at me. I'm going through some unfamiliar offices because I took a wrong turn somewhere. I'm in my own kitchen, trying to trap a scorpion on the floor with a wad of paper towel. I'm really determined to get it because scorpions are so dangerous, and I've got to be real careful. I'd take it outside if I could, like the cockroaches, but I don't believe I can. It escapes me for a while but I get the paper towel over it and squash it - not very hard, but when I lift it up to see if I've killed it, there's nothing left but goo mostly. I didn't think they were that fragile.",sad
"(11/16/90)I'm the director of a play being put on by my little ""group"" - we're some sort of social or community group, maybe LT. This place is perhaps a local community rec. center, or otherwise a sort of borrowed facility - not fancy, panelled walls, not much furniture, several rooms. We're getting organized in here - it isn't easy, they're all standing around chatting, nonchalant. I'm not feeling at all confident - it's as if somebody else is in charge, and I'm only supposed to do a job when it's my turn, but I know I'll have to take over pretty soon... Eventually we go outside to rehearse. We're doing the play pretty soon and don't have all that much time to get it down. (I think we do it for real this afternoon.) There's a space nearby that we marked out to rehearse in on the grass (this is a public park, though there aren't a lot of people about). There's something (an archery target, I think) at this end of the space, and the actor we're watching at the moment is at the far end nearer the trees. This is Shakespeare, and he's in a costume, maybe Elizabethan, but I think a tad later frankly. He gets rolling, and while he's got it down quite well, he's declaiming in one of those ""Shakespearean"" voices like there's no tomorrow. Piffle. This really won't do. I'm gonna have to persuade him otherwise, and soon. He moves forward in the scene, and while he's up here near the ""target"" a couple of girls walk across the space at an angle and go over to a place toward the back and sit down, as if they were at a picnic. They're talking casually as if they don't even notice anything going on. They're wearing long dresses and have long hair. (I'm not actually sure if they're part of the scene or not - I think so.) About now I'm getting more comfortable with this director business, and I'm thinking it's time I put in my two-cents' worth. I do have ideas about how I want this thing to go, and I'm gonna take over now. Later (I think it's the same sequence) I'm going home, walking down a path - brick - through a pedestrian mall between some stores and offices. There are other people out strolling and visiting, very nice atmosphere. It's early evening, just beginning to get dark. I've got my purse under my arm, and something else with me (in a bag?). I stop for a minute to look at something, then go on my way. A short way further on, toward the street, having rounded a corner or two, I realize I've put my package down when I stopped, and left it. I'll have to go back for it. I hope it's still there. I go back, and there it is. I put my purse down to adjust how I'm holding the package, and go on again. I get almost to the street before I realize that now I've left my purse sitting right on the path. Anybody would see it - damn, I'm sure it won't be there now. Oh hell! I go back. As I round the corner near where I left it, I notice a sort of shelf on my right - the sort of thing you see in a restaurant or someplace ""decorated"", shoulder height, it might have plants on it. At the moment there are other things, personal things, on it, like a purse or two, and one of them resembles mine a bit. I pick it up and look at it, anxious, and of course realize my purse doesn't have a strap, and this one's rounded. I put it back down, thinking surely it belongs to somebody who's around and will think I'm stealing her purse. I turn around again and go a few more steps toward where I left my purse, and it's not on the ground, but I see on my left a table or stand with a woman behind it (large? black?) and by George it's a lost and found, and there's my purse on it! Hooray! I'm so grateful. I tell her it's mine - she listens to me explain and lets me have it back, and I go on back up the path, find the street at last and turn left, on my way home at last.",sad
"(12/8/90)I'm with a group of people I work with at a large stadium/auditorium, shortly before some show or event is about to start. The others are talking about another of us who isn't here, something has happened to him - something pretty serious, either he's dead or is having some big trouble - and I don't know what it is. I was gone when this came up, and I'm feeling quite left out and frustrated, because they're assuming everybody knows and not explaining what's happened. Our boss comes along, and he asks me to go off with him, and I tell him what's going on. He seems to have a bit of trouble dealing with this sort of personal thing from his staff, he's very uncomfortable - he does try to explain a little bit, but the whole thing is awkward for both of us. We go along to the inside of the auditorium. Everybody is getting organized, locating their seats, getting their groups together (this is some sort of corporate thing - all these groups are people who work together). We go to one of the tiers and stop where he greets a man that he knows, and they talk. Apparently my boss means to sit here with the other group, but nobody's taking any notice of me - I can't tell if I'm meant to sit here as well, or should I go to be with our own group? I look around for them, and think this place is so big they must be out of eyesight, but then suddenly I discover they're sitting right behind us, a tier up. Hoping to remind him, I tell my boss, ""Look! There's our group right behind us!"" and he turns - there's also a pillar behind so he has to lean out a bit - and there they are sitting just up there. Good. That's reassuring, at least, I can go right up there. Later: I'm at a hotel that's in an area where there's a lot of other hotels and businesses, maybe it's not far from an airport. I've been here before, at a hotel not far up the road, where some other episode happened like a murder mystery or something. This time I've had car trouble - the water hose [same thing that actually happened yesterday], and this psychiatrist has come to help out. I was at his office with a friend and he drove me back here while she stayed there. We drive back to his office and I park the car in front while he goes in to get my friend and his secretary. It's after 5, and they're getting ready to go out, they're all dressed up. However, as my friend and I go to get into the car, I notice another puddle under the car and more steam coming from under the hood. Oh dear, not again. I say to everybody, ""We have another problem"", and we're all disappointed. The psychiatrist is frustrated - they really wanted to get on but it looks like sticking around to help me out again.",nightmare
